loan_account_number;customer_type;customer_id;loan_product_type;loan_status_code;loan_status_flag;days_past_due;final_maturity_date;total_installment_count;outstanding_installment_count;paid_installment_count;first_payment_date;original_loan_amount;outstanding_principal_balance;nominal_interest_rate;total_interest_amount;kkdf_rate;kkdf_amount;bsmv_rate;bsmv_amount;grace_period_months;installment_frequency;loan_start_date;loan_closing_date;customer_region_code;sector_code;internal_credit_rating;default_probability;risk_class;customer_segment;internal_rating;external_rating
LOAN_001174;T;CUST_00709;4;A;A;0;20251119;6;4;0;20250620;131240;101900;5.31;2820.99;0;0;5.33;143.36;0;1;20250521;;REGION_6;10;7;0.0391;1;1;1;770
LOAN_001175;T;CUST_00710;4;A;A;0;20251021;3;4;0;20250724;105090;104000;3.29;1109.09;15.43;180.85;5.32;70.49;0;1;20250623;;REGION_6;10;1;0.0189;1;1;10;10
LOAN_001176;T;CUST_00711;4;A;A;0;20251224;6;5;0;20250725;6630;6710;1.99;33.64;0;0;4.82;2.02;0;1;20250626;;REGION_30;10;8;0.0174;1;1;15;331
LOAN_001177;T;CUST_00712;4;A;A;0;20250824;1;1;0;20250725;257250;229900;4.58;3068.47;0;0;5.02;162.42;0;1;20250626;;REGION_1;10;3;0.0462;1;1;3;244
LOAN_001178;V;CUST_00001;4;A;A;0;20250826;0;0;0;20250826;19460;25320;0;0;0;0;4.60;0;0;1;20250612;;REGION_1;10;9;0.0206;1;1;3;445
LOAN_001179;T;CUST_00713;4;A;A;0;20251221;6;6;0;20250724;239810;222220;3.25;2869.49;0;0;5.12;161.13;0;1;20250623;;REGION_22;10;3;0.0192;1;1;7;754
LOAN_001180;T;CUST_00714;4;A;A;73;20260321;11;8;2;20250421;202510;159120;5.10;4600.34;0;0;5.09;230.58;0;1;20250321;;REGION_21;10;4;0.0426;1;1;2;668
LOAN_001181;V;CUST_00047;4;A;A;0;20250901;1;1;0;20250901;11570;9860;0;0;0;0;4.68;0;0;1;20250618;;REGION_1;10;7;0.0378;1;1;15;581
LOAN_001182;T;CUST_00315;4;A;A;0;20250923;3;3;0;20250725;19470;20700;4.84;260.59;0;0;4.80;12.25;0;1;20250625;;REGION_9;10;8;0.0111;1;1;3;411
LOAN_001183;V;CUST_00019;4;A;A;0;20250827;0;1;0;20250827;80860;63400;0;0;0;0;5.49;0;0;1;20250613;;REGION_13;10;6;0.0368;1;1;5;409
LOAN_001184;T;CUST_00005;4;A;A;0;20250913;0;1;0;20250913;14370;12850;0;0;0;0;5.13;0;0;1;20250630;;REGION_5;10;3;0.0221;1;1;8;418
LOAN_001185;V;CUST_00019;4;A;A;0;20250901;1;0;0;20250901;19640;20060;0;0;0;0;5.29;0;0;1;20250618;;REGION_13;10;3;0.0204;1;1;7;766
LOAN_001186;T;CUST_00005;4;A;A;0;20250906;1;0;0;20250906;21240;22760;0;0;0;0;4.68;0;0;1;20250623;;REGION_5;10;4;0.0130;1;1;12;776
LOAN_001187;V;CUST_00715;4;A;A;0;20260606;11;10;0;20250707;178320;217500;6.98;12958.27;0;0;5.33;660.51;0;1;20250606;;REGION_20;10;6;0.0474;1;1;10;181
LOAN_001188;T;CUST_00716;4;A;A;0;20260417;11;10;2;20250517;46740;44810;0;0;16.48;0;4.74;0;0;1;20250417;;REGION_6;10;9;0.0259;1;1;5;846
LOAN_001189;T;CUST_00241;4;A;A;0;20250904;0;0;0;20250904;11140;10890;0;0;0;0;5.33;0;0;1;20250621;;REGION_1;10;1;0.0337;1;1;12;558
LOAN_001190;V;CUST_00047;4;A;A;0;20250824;0;0;0;20250824;14450;11490;0;0;0;0;4.74;0;0;1;20250610;;REGION_1;10;2;0.0405;1;1;5;583
LOAN_001191;T;CUST_00717;4;A;A;0;20250926;3;3;0;20250725;24830;25440;4.78;210.49;0;0;4.94;10.63;0;1;20250629;;REGION_1;10;10;0.0514;1;1;4;604
LOAN_001192;T;CUST_00005;4;A;A;0;20250905;0;0;0;20250905;2520;2710;0;0;0;0;4.70;0;0;1;20250622;;REGION_5;10;8;0.0343;1;1;10;131
LOAN_001193;V;CUST_00004;4;A;A;0;20250910;1;0;0;20250910;36290;32880;0;0;0;0;5.41;0;0;1;20250627;;REGION_4;10;8;0.0283;1;1;5;192
LOAN_001194;V;CUST_00718;4;A;A;0;20250918;3;2;0;20250721;413720;427370;5.86;10654.65;0;0;4.73;596.89;0;1;20250620;;REGION_1;10;7;0.0339;1;1;10;370
LOAN_001195;V;CUST_00018;4;A;A;0;20250804;0;1;0;20250804;16690;14530;0;0;0;0;5.09;0;0;1;20250521;;REGION_12;10;4;0.0277;1;1;13;69
LOAN_001196;T;CUST_00719;4;A;A;0;20251230;6;6;0;20250730;134340;162470;5.17;446.64;0;0;5.14;27.67;0;1;20250702;;REGION_6;10;5;0.0294;1;1;6;596
LOAN_001197;V;CUST_00720;4;A;A;0;20250912;3;3;0;20250715;56410;58350;5.48;2359.87;0;0;5.00;118.90;0;1;20250614;;REGION_6;10;8;0.0423;1;1;5;839
LOAN_001198;T;CUST_00005;4;A;A;0;20250908;1;0;0;20250908;5670;5670;0;0;0;0;5.43;0;0;1;20250625;;REGION_5;10;8;0.0154;1;1;12;930
LOAN_001199;V;CUST_00721;4;A;A;0;20250823;1;2;0;20250725;131060;137280;6.43;2542.58;0;0;5.33;140.86;0;1;20250625;;REGION_4;10;4;0.0096;1;1;9;945
LOAN_001200;V;CUST_00047;4;A;A;0;20250908;1;0;0;20250908;34870;31700;0;0;0;0;5.02;0;0;1;20250625;;REGION_1;10;5;0.0161;1;1;15;301
LOAN_001201;V;CUST_00722;4;A;A;0;20260511;11;12;1;20250611;80270;59200;0;0;0;0;4.81;0;0;1;20250511;;REGION_21;10;9;0.0321;1;1;8;287
LOAN_001202;V;CUST_00082;4;A;A;0;20250824;1;0;0;20250824;6470;6110;0;0;0;0;4.67;0;0;1;20250610;;REGION_31;10;9;0.0207;1;1;14;595
LOAN_001203;V;CUST_00037;4;A;A;0;20250813;0;0;0;20250813;10380;10040;0;0;0;0;5.07;0;0;1;20250530;;REGION_1;10;2;0.0228;1;1;8;985
LOAN_001204;T;CUST_00723;4;A;A;0;20251212;6;6;0;20250715;51240;54570;0;0;0;0;5.41;0;0;1;20250614;;REGION_62;10;3;0.0464;1;1;15;319
LOAN_001205;T;CUST_00005;4;A;A;0;20250826;0;0;0;20250826;8650;8780;0;0;0;0;5.44;0;0;1;20250612;;REGION_5;10;10;0.0379;1;1;13;896
LOAN_001206;V;CUST_00206;4;A;A;0;20251127;6;5;1;20250630;55970;49510;6.26;402.82;0;0;5.46;18.22;0;1;20250530;;REGION_1;10;7;0.0395;1;1;11;22
LOAN_001207;V;CUST_00034;4;A;A;0;20250825;1;0;0;20250825;18240;17030;0;0;0;0;5.38;0;0;1;20250611;;REGION_17;10;5;0.0213;1;1;3;746
LOAN_001208;T;CUST_00724;4;A;A;0;20250908;2;2;0;20250711;33350;30240;4.65;966.17;0;0;4.56;53.11;0;1;20250610;;REGION_21;10;10;0.0361;1;1;12;712
LOAN_001209;T;CUST_00725;4;A;A;0;20250830;1;2;0;20250730;18670;19620;4.28;55.88;0;0;5.31;3.00;0;1;20250702;;REGION_53;10;6;0.0439;1;1;4;184
LOAN_001210;V;CUST_00082;4;A;A;0;20250819;1;1;0;20250819;12720;14180;0;0;0;0;4.94;0;0;1;20250605;;REGION_31;10;8;0.0352;1;1;9;796
LOAN_001211;T;CUST_00726;4;A;A;0;20260529;11;10;1;20250629;76890;63810;0;0;0;0;5.45;0;0;1;20250529;;REGION_33;10;4;0.0399;1;1;4;383
LOAN_001212;T;CUST_00727;4;A;A;0;20251223;9;5;2;20250425;103350;69670;3.21;533.95;0;0;5.44;34.53;0;1;20250325;;REGION_7;10;6;0.0331;1;1;4;481
LOAN_001213;V;CUST_00047;4;A;A;0;20250910;0;0;0;20250910;47690;53900;0;0;0;0;4.88;0;0;1;20250627;;REGION_1;10;7;0.0402;1;1;9;50
LOAN_001214;V;CUST_00001;4;A;A;0;20250828;0;1;0;20250828;15600;17280;0;0;0;0;5.14;0;0;1;20250614;;REGION_1;10;4;0.0347;1;1;13;110
LOAN_001215;T;CUST_00057;4;A;A;0;20260423;12;9;1;20250523;128810;110090;2.83;937.07;0;0;4.50;57.34;0;1;20250423;;REGION_28;10;5;0.0364;1;1;14;545
LOAN_001216;V;CUST_00728;4;A;A;0;20250814;1;2;0;20250717;463020;432180;5.68;18743.19;0;0;4.96;828.32;0;1;20250616;;REGION_20;10;4;0.0419;1;1;11;902
LOAN_001217;T;CUST_00729;4;A;A;28;20260408;11;10;1;20250508;371370;344530;1.85;6297.71;0;0;5.40;252.78;0;1;20250408;;REGION_31;10;3;0.0526;1;1;2;758
LOAN_001218;V;CUST_00730;4;A;A;0;20260227;12;7;4;20250328;349670;220180;5.53;2754.26;0;0;5.01;173.77;0;1;20250227;;REGION_22;10;7;0.0184;1;1;8;4
LOAN_001219;T;CUST_00731;4;A;A;30;20260507;12;10;1;20250606;42090;42960;4.51;1644.58;15.76;243.87;5.36;77.95;0;1;20250507;;REGION_20;10;2;0.0397;1;1;3;673
LOAN_001220;V;CUST_00034;4;A;A;0;20250914;0;0;0;20250914;35100;41630;0;0;0;0;5.21;0;0;1;20250701;;REGION_17;10;2;0.0171;1;1;13;756
LOAN_001221;V;CUST_00732;4;A;A;64;20250826;5;2;4;20250328;152200;49820;2.60;245.44;0;0;5.45;13.69;0;1;20250225;;REGION_1;10;3;0.0185;1;1;2;122
LOAN_001222;T;CUST_00733;4;A;A;0;20250727;2;1;0;20250627;3830;2180;3.31;17.67;0;0;5.22;0.75;0;1;20250529;;REGION_6;10;5;0.0455;1;1;15;8
LOAN_001223;T;CUST_00731;4;A;A;19;20260418;11;10;2;20250516;26430;20530;5.27;564.01;14.49;105.92;4.74;30.59;0;1;20250418;;REGION_20;10;5;0.0389;1;1;8;755
LOAN_001224;T;CUST_00734;4;A;A;57;20260408;12;9;2;20250508;224550;192370;1.65;3236.47;0;0;4.74;135.24;0;1;20250408;;REGION_1;10;2;0.0175;1;1;2;783
LOAN_001225;V;CUST_00082;4;A;A;0;20250819;0;1;0;20250819;16250;15440;0;0;0;0;5.13;0;0;1;20250605;;REGION_31;10;1;0.0207;1;1;14;652
LOAN_001226;T;CUST_00054;4;A;A;0;20250823;0;1;0;20250823;3140;3130;0;0;0;0;5.26;0;0;1;20250609;;REGION_1;10;1;0.0335;1;1;5;713
LOAN_001227;T;CUST_00735;4;A;A;0;20250922;6;2;2;20250424;216140;105670;5.69;1948.84;0;0;5.09;108.30;0;1;20250324;;REGION_6;10;9;0.0254;1;1;3;908
LOAN_001228;V;CUST_00034;4;A;A;0;20250904;0;0;0;20250904;16830;14870;0;0;0;0;5.04;0;0;1;20250621;;REGION_17;10;5;0.0450;1;1;3;851
LOAN_001229;V;CUST_00001;4;A;A;0;20250906;0;0;0;20250906;41760;38120;0;0;0;0;5.12;0;0;1;20250623;;REGION_1;10;4;0.0330;1;1;5;178
LOAN_001230;V;CUST_00034;4;A;A;0;20250912;1;1;0;20250912;25920;27570;0;0;0;0;4.75;0;0;1;20250629;;REGION_17;10;5;0.0137;1;1;4;207
LOAN_001231;V;CUST_00019;4;A;A;0;20250830;1;1;0;20250830;26800;33080;0;0;0;0;4.75;0;0;1;20250616;;REGION_13;10;6;0.0286;1;1;14;876
LOAN_001232;V;CUST_00034;4;A;A;0;20250911;0;1;0;20250911;15950;17220;0;0;0;0;5.42;0;0;1;20250628;;REGION_17;10;9;0.0388;1;1;11;348
LOAN_001233;V;CUST_00037;4;A;A;0;20250812;0;1;0;20250812;3990;4490;0;0;0;0;5.34;0;0;1;20250529;;REGION_1;10;8;0.0330;1;1;5;489
LOAN_001234;V;CUST_00019;4;A;A;0;20250907;1;0;0;20250907;3890;4220;0;0;0;0;5.43;0;0;1;20250624;;REGION_13;10;4;0.0133;1;1;11;856
LOAN_001235;V;CUST_00013;4;A;A;0;20250907;1;0;0;20250907;14400;16620;0;0;0;0;5.44;0;0;1;20250624;;REGION_9;10;1;0.0153;1;1;5;38
LOAN_001236;V;CUST_00736;4;A;A;0;20250929;3;3;0;20250730;1047430;1147590;2.90;1805.84;0;0;4.54;89.10;0;1;20250702;;REGION_1;10;8;0.0244;1;1;12;798
LOAN_001237;T;CUST_00737;4;A;A;0;20251204;6;5;0;20250707;46440;44860;0;0;0;0;4.92;0;0;1;20250606;;REGION_37;10;3;0.0266;1;1;12;1000
LOAN_001238;V;CUST_00013;4;A;A;0;20250906;0;0;0;20250906;14830;13660;0;0;0;0;5.38;0;0;1;20250623;;REGION_9;10;6;0.0157;1;1;7;186
LOAN_001239;V;CUST_00738;4;A;A;0;20250914;3;2;0;20250717;274050;341960;7.04;12926.67;0;0;4.89;531.24;0;1;20250616;;REGION_20;10;7;0.0130;1;1;3;800
LOAN_001240;V;CUST_00034;4;A;A;0;20250903;0;0;0;20250903;17360;21760;0;0;0;0;4.84;0;0;1;20250620;;REGION_17;10;7;0.0338;1;1;3;624
LOAN_001241;T;CUST_00739;4;A;A;72;20260319;11;9;2;20250418;22950;19520;5.50;595.27;0;0;5.22;26.47;0;1;20250319;;REGION_17;10;2;0.0220;1;1;11;939
LOAN_001242;V;CUST_00014;4;A;A;0;20250819;0;0;0;20250819;38990;36400;0;0;0;0;4.93;0;0;1;20250605;;REGION_1;10;2;0.0395;1;1;6;238
LOAN_001243;V;CUST_00047;4;A;A;0;20250831;0;1;0;20250831;18330;13690;0;0;0;0;5.24;0;0;1;20250617;;REGION_1;10;8;0.0395;1;1;3;263
LOAN_001244;T;CUST_00740;4;A;A;0;20250830;3;2;0;20250702;133490;111960;4.31;263.26;0;0;4.79;16.47;0;1;20250601;;REGION_6;10;10;0.0409;1;1;14;218
LOAN_001245;V;CUST_00741;4;A;A;0;20250825;2;1;0;20250725;97130;121940;6.55;1725.95;0;0;4.58;83.21;0;1;20250627;;REGION_17;10;5;0.0365;1;1;9;250
LOAN_001246;T;CUST_00542;4;A;A;0;20250904;1;1;0;20250904;36690;42230;0;0;0;0;4.65;0;0;1;20250621;;REGION_1;10;10;0.0418;1;1;10;76
LOAN_001247;T;CUST_00742;4;A;A;0;20250924;3;2;0;20250725;23350;24180;1.90;109.60;14.37;16.33;5.28;5.22;0;1;20250627;;REGION_4;10;5;0.0253;1;1;6;956
LOAN_001248;V;CUST_00743;4;A;A;0;20251208;5;5;0;20250711;564600;519870;5.48;26885.19;0;0;4.52;1582.07;0;1;20250610;;REGION_4;10;6;0.0426;1;1;9;506
LOAN_001249;V;CUST_00038;4;A;A;0;20250908;0;1;0;20250908;55770;56380;0;0;0;0;5.23;0;0;1;20250625;;REGION_1;10;5;0.0313;1;1;12;70
LOAN_001250;V;CUST_00013;4;A;A;0;20250905;0;0;0;20250905;22360;18700;0;0;0;0;5.38;0;0;1;20250622;;REGION_9;10;7;0.0405;1;1;8;444
LOAN_001251;V;CUST_00744;4;A;A;0;20251223;5;5;0;20250725;1219980;1271790;4.90;17527.75;0;0;5.31;1151.60;0;1;20250625;;REGION_20;10;6;0.0192;1;1;13;143
LOAN_001252;T;CUST_00745;4;A;A;0;20251221;5;6;0;20250724;13030;14130;4.78;264.69;0;0;4.68;15.33;0;1;20250623;;REGION_4;10;2;0.0433;1;1;4;38
LOAN_001253;V;CUST_00038;4;A;A;0;20250819;0;1;0;20250819;33800;29520;0;0;0;0;5.26;0;0;1;20250605;;REGION_1;10;6;0.0174;1;1;3;869
LOAN_001254;T;CUST_00746;4;A;A;0;20260414;12;9;1;20250514;56500;42050;2.51;922.87;13.87;137.47;4.81;40.47;0;1;20250414;;REGION_6;10;3;0.0292;1;1;15;135
LOAN_001255;T;CUST_00747;4;A;A;0;20251212;6;5;0;20250715;53820;49110;0;0;14.89;0;5.30;0;0;1;20250614;;REGION_6;10;7;0.0235;1;1;7;482
LOAN_001256;T;CUST_00748;4;A;A;0;20260425;10;10;1;20250523;106800;89070;2.94;959.93;15.79;118.54;4.80;44.74;0;1;20250425;;REGION_1;10;9;0.0437;1;1;4;456
LOAN_001257;T;CUST_00648;4;A;A;0;20260407;11;10;2;20250507;96400;90280;1.96;1252.19;14.80;193.38;4.87;78.30;0;1;20250407;;REGION_1;10;10;0.0206;1;1;7;76
LOAN_001258;T;CUST_00749;4;A;A;0;20251224;6;5;0;20250725;48400;44260;2.18;249.53;15.31;42.57;4.67;14.81;0;1;20250626;;REGION_10;10;6;0.0394;1;1;1;807
LOAN_001259;T;CUST_00484;4;A;A;0;20250823;2;2;0;20250725;23070;24100;5.29;372.13;0;0;4.58;15.45;0;1;20250625;;REGION_15;10;2;0.0346;1;1;8;929
LOAN_001260;T;CUST_00750;4;A;A;0;20251225;6;6;0;20250725;218000;194660;5.26;2495.84;0;0;5.34;117.63;0;1;20250627;;REGION_20;10;9;0.0406;1;1;8;757
LOAN_001261;V;CUST_00004;4;A;A;0;20250903;1;1;0;20250903;30540;32890;0;0;0;0;4.88;0;0;1;20250620;;REGION_4;10;9;0.0432;1;1;8;279
LOAN_001262;T;CUST_00751;4;A;A;0;20250817;2;2;0;20250718;12440;13860;4.12;284.34;0;0;5.33;13.49;0;1;20250619;;REGION_22;10;2;0.0185;1;1;1;682
LOAN_001263;V;CUST_00037;4;A;A;0;20250907;0;0;0;20250907;47210;55560;0;0;0;0;5.35;0;0;1;20250624;;REGION_1;10;3;0.0318;1;1;15;99
LOAN_001264;V;CUST_00752;4;A;A;0;20250927;2;3;0;20250728;489100;435840;2.93;1738.21;0;0;5.05;100.84;0;1;20250630;;REGION_1;10;1;0.0360;1;1;14;391
LOAN_001265;V;CUST_00004;4;A;A;0;20250911;0;1;0;20250911;8430;6620;0;0;0;0;4.51;0;0;1;20250628;;REGION_4;10;10;0.0105;1;1;4;318
LOAN_001266;T;CUST_00753;4;A;A;0;20251225;6;5;0;20250725;43810;41960;1.84;170.22;0;0;5.23;10.21;0;1;20250627;;REGION_2;10;2;0.0178;1;1;2;659
LOAN_001267;T;CUST_00754;4;A;A;0;20251225;5;6;0;20250725;54200;51640;1.87;201.59;14.71;30.76;4.93;12.07;0;1;20250627;;REGION_1;10;3;0.0460;1;1;12;214
LOAN_001268;T;CUST_00755;4;A;A;0;20260223;8;8;1;20250625;10850;8170;4.63;126.31;0;0;4.74;5.97;0;1;20250525;;REGION_1;10;9;0.0468;1;1;9;371
LOAN_001269;T;CUST_00005;4;A;A;0;20250909;1;0;0;20250909;50540;51390;0;0;0;0;5.30;0;0;1;20250626;;REGION_5;10;1;0.0170;1;1;14;162
LOAN_001270;T;CUST_00756;4;A;A;0;20260228;8;7;0;20250729;200200;221450;5.09;1110.06;0;0;5.07;50.26;0;1;20250701;;REGION_21;10;8;0.0324;1;1;15;570
LOAN_001271;V;CUST_00013;4;A;A;0;20250907;0;1;0;20250907;16480;12730;0;0;0;0;5.08;0;0;1;20250624;;REGION_9;10;6;0.0365;1;1;9;640
LOAN_001272;V;CUST_00013;4;A;A;0;20250906;1;0;0;20250906;13710;13890;0;0;0;0;4.78;0;0;1;20250623;;REGION_9;10;2;0.0430;1;1;7;182
LOAN_001273;V;CUST_00757;4;A;A;0;20260428;13;9;1;20250529;375910;316130;4.34;3311.13;0;0;4.69;183.10;0;1;20250428;;REGION_8;10;3;0.0192;1;1;14;393
LOAN_001274;T;CUST_00758;4;A;A;0;20260321;11;8;3;20250421;114310;78570;2.70;933.61;0;0;4.62;49.16;0;1;20250321;;REGION_23;10;3;0.0122;1;1;5;785
LOAN_001275;V;CUST_00034;4;A;A;0;20250824;0;0;0;20250824;25700;31370;0;0;0;0;5.48;0;0;1;20250610;;REGION_17;10;1;0.0421;1;1;6;580
LOAN_001276;V;CUST_00013;4;A;A;0;20250907;0;1;0;20250907;16620;16190;0;0;0;0;5.44;0;0;1;20250624;;REGION_9;10;8;0.0372;1;1;14;200
LOAN_001277;T;CUST_00759;4;A;A;29;20260408;11;10;1;20250508;45550;44750;1.82;779.28;14.12;97.14;5.09;36.11;0;1;20250408;;REGION_22;10;2;0.0303;1;1;9;626
LOAN_001278;V;CUST_00760;4;A;A;0;20260413;12;10;1;20250513;136850;145020;2.63;2572.13;0;0;5.31;115.46;0;1;20250413;;REGION_6;10;6;0.0207;1;1;5;680
LOAN_001279;T;CUST_00005;4;A;A;0;20250904;0;0;0;20250904;10490;10900;0;0;0;0;4.71;0;0;1;20250621;;REGION_5;10;7;0.0361;1;1;2;960
LOAN_001280;T;CUST_00761;4;A;A;0;20260408;11;10;1;20250508;113430;72260;1.82;1328.35;14.35;206.26;5.00;67.60;0;1;20250408;;REGION_6;10;1;0.0116;1;1;9;814
LOAN_001281;T;CUST_00762;4;A;A;0;20260515;12;11;1;20250613;296120;263300;5.26;10229.91;15.56;1648.80;5.50;493.85;0;1;20250515;;REGION_6;10;10;0.0122;1;1;8;223
LOAN_001282;V;CUST_00034;4;A;A;0;20250909;1;0;0;20250909;40420;40140;0;0;0;0;4.52;0;0;1;20250626;;REGION_17;10;2;0.0169;1;1;1;573
LOAN_001283;T;CUST_00763;4;A;A;58;20260408;11;9;1;20250508;196830;179130;1.62;3140.84;15.53;366.12;5.15;153.26;0;1;20250408;;REGION_1;10;9;0.0435;1;1;6;883
LOAN_001284;T;CUST_00005;4;A;A;0;20250910;1;1;0;20250910;8370;7560;0;0;0;0;4.68;0;0;1;20250627;;REGION_5;10;2;0.0437;1;1;13;686
LOAN_001285;V;CUST_00001;4;A;A;0;20250909;1;1;0;20250909;28370;24380;0;0;0;0;5.08;0;0;1;20250626;;REGION_1;10;1;0.0340;1;1;7;284
LOAN_001286;V;CUST_00013;4;A;A;0;20250911;1;0;0;20250911;15610;16200;0;0;0;0;4.87;0;0;1;20250628;;REGION_9;10;6;0.0213;1;1;1;662
LOAN_001287;T;CUST_00764;4;A;A;0;20260528;12;11;0;20250627;327380;241570;5.56;3321.65;0;0;4.99;206.59;0;1;20250528;;REGION_6;10;3;0.0102;1;1;13;309
LOAN_001288;T;CUST_00765;4;A;A;0;20260313;12;8;3;20250411;147580;102450;5.67;4941.98;0;0;4.73;254.27;0;1;20250313;;REGION_6;10;4;0.0343;1;1;10;168
LOAN_001289;T;CUST_00766;4;A;A;0;20250829;1;1;0;20250729;223760;194000;4.75;1068.84;0;0;5.03;53.74;0;1;20250701;;REGION_6;10;7;0.0325;1;1;15;328
LOAN_001290;T;CUST_00005;4;A;A;0;20250914;1;1;0;20250914;16810;15170;0;0;0;0;4.87;0;0;1;20250701;;REGION_5;10;6;0.0393;1;1;2;993
LOAN_001291;V;CUST_00082;4;A;A;0;20250825;0;0;0;20250825;18180;17790;0;0;0;0;4.94;0;0;1;20250611;;REGION_31;10;8;0.0268;1;1;12;481
LOAN_001292;V;CUST_00019;4;A;A;0;20250901;1;0;0;20250901;41050;34000;0;0;0;0;4.95;0;0;1;20250618;;REGION_13;10;1;0.0355;1;1;5;57
LOAN_001293;V;CUST_00013;4;A;A;0;20250903;1;0;0;20250903;18500;17430;0;0;0;0;5.41;0;0;1;20250620;;REGION_9;10;1;0.0441;1;1;1;305
LOAN_001294;V;CUST_00047;4;A;A;0;20250905;0;1;0;20250905;41420;34840;0;0;0;0;4.78;0;0;1;20250622;;REGION_1;10;5;0.0127;1;1;7;977
LOAN_001295;T;CUST_00767;4;A;A;49;20260419;11;10;1;20250519;57210;41620;2.74;544.23;14.73;98.09;5.25;29.90;0;1;20250419;;REGION_6;10;4;0.0454;1;1;10;597
LOAN_001296;T;CUST_00768;4;A;A;0;20260315;11;9;3;20250415;91080;74090;2.36;1295.97;14.55;176.58;4.72;60.16;0;1;20250315;;REGION_7;10;1;0.0331;1;1;7;975
LOAN_001297;T;CUST_00769;4;A;A;0;20260429;9;10;0;20250728;107120;97450;5.70;835.11;0;0;5.17;38.92;0;1;20250630;;REGION_22;10;6;0.0423;1;1;12;86
LOAN_001298;V;CUST_00047;4;A;A;0;20250908;1;1;0;20250908;23040;23460;0;0;0;0;4.84;0;0;1;20250625;;REGION_1;10;3;0.0444;1;1;14;940
LOAN_001299;V;CUST_00770;4;A;A;0;20251124;6;5;0;20250627;108230;96220;5.06;1047.99;0;0;5.18;53.58;0;1;20250527;;REGION_6;10;6;0.0300;1;1;10;946
LOAN_001300;T;CUST_00771;4;A;A;0;20260526;11;11;1;20250626;110310;106740;2.93;935.84;14.19;118.94;4.98;37.71;0;1;20250526;;REGION_1;10;3;0.0312;1;1;3;948
LOAN_001301;V;CUST_00014;4;A;A;0;20250914;1;1;0;20250914;8660;10040;0;0;0;0;4.81;0;0;1;20250701;;REGION_1;10;10;0.0444;1;1;10;973
LOAN_001302;T;CUST_00772;4;A;A;0;20260407;12;9;2;20250507;300190;267200;1.61;4368.16;0;0;4.96;237.18;0;1;20250407;;REGION_44;10;1;0.0483;1;1;4;39
LOAN_001303;V;CUST_00206;4;A;A;0;20260127;8;7;1;20250627;114120;92790;3.92;1151.47;0;0;5.37;50.66;0;1;20250529;;REGION_1;10;10;0.0304;1;1;4;257
LOAN_001304;T;CUST_00773;4;A;A;218;20251101;12;4;8;20241129;50710;20570;4.97;69.49;13.54;10.13;4.61;3.66;0;1;20241101;;REGION_4;10;3;0.0322;1;1;5;251
LOAN_001305;T;CUST_00005;4;A;A;0;20250910;1;0;0;20250910;4630;3840;0;0;0;0;5.46;0;0;1;20250627;;REGION_5;10;2;0.0374;1;1;11;371
LOAN_001306;V;CUST_00047;4;A;A;0;20250908;1;0;0;20250908;37890;37210;0;0;0;0;5.14;0;0;1;20250625;;REGION_1;10;10;0.0434;1;1;9;803
LOAN_001307;V;CUST_00088;4;A;A;0;20250907;1;1;0;20250907;31880;37980;0;0;0;0;4.95;0;0;1;20250624;;REGION_28;10;10;0.0450;1;1;8;856
LOAN_001308;T;CUST_00774;4;A;A;0;20260426;11;10;2;20250526;135330;90130;0;0;15.07;0;4.85;0;0;1;20250426;;REGION_6;10;10;0.0503;1;1;15;730
LOAN_001309;T;CUST_00775;4;A;A;53;20260314;12;9;2;20250414;56220;40490;2.29;620.49;0;0;5.34;28.52;0;1;20250314;;REGION_7;10;2;0.0368;1;1;11;488
LOAN_001310;V;CUST_00004;4;A;A;0;20250830;1;0;0;20250830;51660;53280;0;0;0;0;4.50;0;0;1;20250616;;REGION_4;10;8;0.0428;1;1;2;755
LOAN_001311;V;CUST_00776;4;A;A;26;20260409;12;9;2;20250509;156140;124380;1.76;2090.19;0;0;4.57;86.97;0;1;20250409;;REGION_9;10;5;0.0450;1;1;8;146
LOAN_001312;T;CUST_00777;4;A;A;0;20260526;11;10;1;20250626;392110;376590;4.28;3590.79;0;0;5.45;175.85;0;1;20250526;;REGION_6;10;2;0.0204;1;1;12;476
LOAN_001313;T;CUST_00778;4;A;A;0;20260529;10;10;0;20250627;67570;62570;4.76;697.32;0;0;5.04;29.35;0;1;20250529;;REGION_21;10;4;0.0289;1;1;11;325
LOAN_001314;V;CUST_00001;4;A;A;0;20250906;0;1;0;20250906;39070;35560;0;0;0;0;4.98;0;0;1;20250623;;REGION_1;10;5;0.0373;1;1;15;963
LOAN_001315;T;CUST_00779;4;A;A;0;20260526;10;11;1;20250626;104840;84990;0;0;0;0;5.30;0;0;1;20250526;;REGION_22;10;2;0.0259;1;1;12;386
LOAN_001316;T;CUST_00780;4;A;A;0;20250829;1;1;0;20250729;432640;417630;4.02;1512.08;14.30;257.78;4.75;79.27;0;1;20250701;;REGION_17;10;1;0.0162;1;1;8;267
LOAN_001317;V;CUST_00001;4;A;A;0;20250908;0;1;0;20250908;55180;47850;0;0;0;0;4.80;0;0;1;20250625;;REGION_1;10;6;0.0381;1;1;2;683
LOAN_001318;V;CUST_00107;4;A;A;0;20250827;6;1;4;20250328;36070;11930;5.81;159.34;0;0;5.13;6.96;0;1;20250226;;REGION_1;10;8;0.0127;1;1;5;481
